id,dupe,S or P?,6 Cluster,8 Cluster,Prop,authors,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,Key,Properties
283,FALSE,S,a,a,Weights for coil at the window position of -6 ,"Qian-Sejnowski, 1988",-0.05,0.06,0,0.15,0.3,-0.02,-0.08,-0.14,-0.07,0.26,0.04,-0.42,0.25,0.09,0.31,-0.11,-0.06,0.19,0.33,0.04,QIAN880127,"Weights for coil at the window position of -6 (Qian-Sejnowski, 1988)"
284,FALSE,S,a,a,Weights for coil at the window position of -5 ,"Qian-Sejnowski, 1988",-0.19,0.17,-0.38,0.09,0.41,-0.2,0.04,0.28,-0.19,-0.06,0.34,-0.2,0.45,0.07,0.04,-0.23,-0.02,0.16,0.22,0.05,QIAN880128,"Weights for coil at the window position of -5 (Qian-Sejnowski, 1988)"
285,FALSE,S,a,a,Weights for coil at the window position of -4 ,"Qian-Sejnowski, 1988",-0.43,0.06,0,-0.31,0.19,-0.41,0.14,-0.21,0.21,0.29,-0.1,0.33,-0.01,0.25,0.28,-0.23,-0.26,0.15,0.09,-0.1,QIAN880129,"Weights for coil at the window position of -4 (Qian-Sejnowski, 1988)"
286,FALSE,S,a,a,Weights for coil at the window position of -3 ,"Qian-Sejnowski, 1988",-0.19,-0.07,0.17,-0.27,0.42,-0.22,-0.29,0.17,0.17,-0.34,-0.22,0,-0.53,-0.31,0.14,0.22,0.1,-0.15,-0.02,-0.33,QIAN880130,"Weights for coil at the window position of -3 (Qian-Sejnowski, 1988)"
287,FALSE,S,a,a,Weights for coil at the window position of -2 ,"Qian-Sejnowski, 1988",-0.25,0.12,0.61,0.6,0.18,-0.12,0.09,0.09,0.42,-0.54,-0.55,0.14,-0.47,-0.29,0.89,0.24,0.16,-0.44,-0.19,-0.45,QIAN880131,"Weights for coil at the window position of -2 (Qian-Sejnowski, 1988)"
288,FALSE,S,a,a,Weights for coil at the window position of -1 ,"Qian-Sejnowski, 1988",-0.27,-0.4,0.71,0.54,0,-0.12,-0.08,1.14,0.18,-0.74,-0.54,0.45,-0.76,-0.47,1.4,0.4,-0.1,-0.46,-0.05,-0.86,QIAN880132,"Weights for coil at the window position of -1 (Qian-Sejnowski, 1988)"
289,FALSE,S,a,a,Weights for coil at the window position of 0 ,"Qian-Sejnowski, 1988",-0.42,-0.23,0.81,0.95,-0.18,-0.09,-0.01,1.24,0.05,-1.17,-0.69,0.09,-0.86,-0.39,1.77,0.63,0.29,-0.37,-0.41,-1.32,QIAN880133,"Weights for coil at the window position of 0 (Qian-Sejnowski, 1988)"
290,FALSE,S,a,a,Weights for coil at the window position of 1 ,"Qian-Sejnowski, 1988",-0.24,-0.04,0.45,0.65,-0.38,0.07,0.01,0.85,-0.21,-0.65,-0.8,0.17,-0.71,-0.61,2.27,0.33,0.13,-0.44,-0.49,-0.99,QIAN880134,"Weights for coil at the window position of 1 (Qian-Sejnowski, 1988)"
291,FALSE,S,a,a,Weights for coil at the window position of 2 ,"Qian-Sejnowski, 1988",-0.14,0.21,0.35,0.66,-0.09,0.06,0.11,0.36,-0.31,-0.51,-0.8,-0.14,-0.56,-0.25,1.59,0.32,0.21,-0.17,-0.35,-0.7,QIAN880135,"Weights for coil at the window position of 2 (Qian-Sejnowski, 1988)"
292,FALSE,S,a,a,Weights for coil at the window position of 3 ,"Qian-Sejnowski, 1988",0.01,-0.13,-0.11,0.78,-0.31,0.09,-0.13,0.14,-0.56,-0.09,-0.81,-0.43,-0.49,-0.2,1.14,0.13,-0.02,-0.2,0.1,-0.11,QIAN880136,"Weights for coil at the window position of 3 (Qian-Sejnowski, 1988)"
293,FALSE,S,a,a,Weights for coil at the window position of 4 ,"Qian-Sejnowski, 1988",-0.3,-0.09,-0.12,0.44,0.03,0.18,0.24,-0.12,-0.2,-0.07,-0.18,0.06,-0.44,0.11,0.77,-0.09,-0.27,-0.09,-0.25,-0.06,QIAN880137,"Weights for coil at the window position of 4 (Qian-Sejnowski, 1988)"
294,FALSE,S,a,a,Weights for coil at the window position of 5 ,"Qian-Sejnowski, 1988",-0.23,-0.2,0.06,0.34,0.19,0.28,0.47,0.14,-0.22,0.42,-0.36,-0.15,-0.19,-0.02,0.78,-0.29,-0.3,-0.18,0.07,0.29,QIAN880138,"Weights for coil at the window position of 5 (Qian-Sejnowski, 1988)"
295,FALSE,S,a,a,Weights for coil at the window position of 6 ,"Qian-Sejnowski, 1988",0.08,-0.01,-0.06,0.04,0.37,0.36,0.48,-0.02,-0.45,0.09,0.24,-0.27,0.16,0.34,0.16,-0.35,-0.04,-0.06,-0.2,0.18,QIAN880139,"Weights for coil at the window position of 6 (Qian-Sejnowski, 1988)"
302,TRUE,S,a,a,Average relative fractional occurrence in EL ,i,0.78,1.75,1.32,1.25,3.14,0.94,0.93,1.13,1.03,1.26,0.91,0.85,0.41,1.07,1.73,1.31,1.57,0.98,1.31,1.11,RACS820104,"Average relative fractional occurrence in EL(i) (Rackovsky-Scheraga,1982)"
306,TRUE,S,a,a,Average relative fractional occurrence in AR ,i-1,1.48,1.02,0.99,1.19,0.86,1.43,1.42,0.46,1.27,1.12,1.33,1.36,1.41,1.3,0.25,0.89,0.81,1.27,0.91,0.93,RACS820108,"Average relative fractional occurrence in AR(i-1) (Rackovsky-Scheraga,1982)"
308,TRUE,S,a,a,Average relative fractional occurrence in EL ,i-1,1.02,1,1.31,1.76,1.05,0.83,1.05,2.39,0.4,0.83,1.06,0.94,1.33,0.41,2.73,1.18,0.77,1.22,1.09,0.88,RACS820110,"Average relative fractional occurrence in EL(i-1) (Rackovsky-Scheraga,1982)"
310,TRUE,S,a,a,Average relative fractional occurrence in ER ,i-1,0.99,1.19,1.15,1.18,2.32,1.36,1.52,1.4,1.06,0.81,1.26,0.91,1,1.25,0,1.5,1.18,1.33,1.09,1.01,RACS820112,"Average relative fractional occurrence in ER(i-1) (Rackovsky-Scheraga,1982)"
338,FALSE,S,a,a,Information measure for alpha-helix ,"Robson-Suzuki, 1976",6.5,-0.9,-5.1,0.5,-1.3,7.8,1,-8.6,1.2,0.6,3.2,2.3,5.3,1.6,-7.7,-3.9,-2.6,1.2,-4.5,1.4,ROBB760101,"Information measure for alpha-helix (Robson-Suzuki, 1976)"
339,FALSE,S,a,a,Information measure for N-terminal helix ,"Robson-Suzuki, 1976",2.3,-5.2,0.3,7.4,0.8,10.3,-0.7,-5.2,-2.8,-4,-2.1,-4.1,-3.5,-1.1,8.1,-3.5,2.3,-0.9,-3.7,-4.4,ROBB760102,"Information measure for N-terminal helix (Robson-Suzuki, 1976)"
340,FALSE,S,a,a,Information measure for middle helix ,"Robson-Suzuki, 1976",6.7,0.3,-6.1,-3.1,-4.9,2.2,0.6,-6.8,-1,3.2,5.5,0.5,7.2,2.8,-22.8,-3,-4,4,-4.6,2.5,ROBB760103,"Information measure for middle helix (Robson-Suzuki, 1976)"
341,FALSE,S,a,a,Information measure for C-terminal helix ,"Robson-Suzuki, 1976",2.3,1.4,-3.3,-4.4,6.1,2.5,2.7,-8.3,5.9,-0.5,0.1,7.3,3.5,1.6,-24.4,-1.9,-3.7,-0.9,-0.6,2.3,ROBB760104,"Information measure for C-terminal helix (Robson-Suzuki, 1976)"
342,FALSE,S,a,a,Information measure for extended ,"Robson-Suzuki, 1976",-2.3,0.4,-4.1,-4.4,4.4,-5,1.2,-4.2,-2.5,6.7,2.3,-3.3,2.3,2.6,-1.8,-1.7,1.3,-1,4,6.8,ROBB760105,"Information measure for extended (Robson-Suzuki, 1976)"
343,FALSE,S,a,a,Information measure for pleated-sheet ,"Robson-Suzuki, 1976",-2.7,0.4,-4.2,-4.4,3.7,-8.1,0.8,-3.9,-3,7.7,3.7,-2.9,3.7,3,-6.6,-2.4,1.7,0.3,3.3,7.1,ROBB760106,"Information measure for pleated-sheet (Robson-Suzuki, 1976)"
344,FALSE,S,a,a,Information measure for extended without H-bond ,"Robson-Suzuki, 1976",0,1.1,-2,-2.6,5.4,3.1,2.4,-3.4,0.8,-0.1,-3.7,-3.1,-2.1,0.7,7.4,1.3,0,-3.4,4.8,2.7,ROBB760107,"Information measure for extended without H-bond (Robson-Suzuki, 1976)"
345,FALSE,S,a,a,Information measure for turn ,"Robson-Suzuki, 1976",-5,2.1,4.2,3.1,4.4,-4.7,0.4,5.7,-0.3,-4.6,-5.6,1,-4.8,-1.8,2.6,2.6,0.3,3.4,2.9,-6,ROBB760108,"Information measure for turn (Robson-Suzuki, 1976)"
346,FALSE,S,a,a,Information measure for N-terminal turn ,"Robson-Suzuki, 1976",-3.3,0,5.4,3.9,-0.3,-1.8,-0.4,-1.2,3,-0.5,-2.3,-1.2,-4.3,0.8,6.5,1.8,-0.7,-0.8,3.1,-3.5,ROBB760109,"Information measure for N-terminal turn (Robson-Suzuki, 1976)"
347,FALSE,S,a,a,Information measure for middle turn ,"Robson-Suzuki, 1976",-4.7,2,3.9,1.9,6.2,-4.2,-2,5.7,-2.6,-7,-6.2,2.8,-4.8,-3.7,3.6,2.1,0.6,3.3,3.8,-6.2,ROBB760110,"Information measure for middle turn (Robson-Suzuki, 1976)"
348,FALSE,S,a,a,Information measure for C-terminal turn ,"Robson-Suzuki, 1976",-3.7,1,-0.6,-0.6,4,-4.3,3.4,5.9,-0.8,-0.5,-2.8,1.3,-1.6,1.6,-6,1.5,1.2,6.5,1.3,-4.6,ROBB760111,"Information measure for C-terminal turn (Robson-Suzuki, 1976)"
349,FALSE,S,a,a,Information measure for coil ,"Robson-Suzuki, 1976",-2.5,-1.2,4.6,0,-4.7,-4.4,-0.5,4.9,1.6,-3.3,-2,-0.8,-4.1,-4.1,5.8,2.5,1.7,1.2,-0.6,-3.5,ROBB760112,"Information measure for coil (Robson-Suzuki, 1976)"
350,FALSE,S,a,a,Information measure for loop ,"Robson-Suzuki, 1976",-5.1,2.6,4.7,3.1,3.8,-5.2,0.2,5.6,-0.9,-4.5,-5.4,1,-5.3,-2.4,3.5,3.2,0,2.9,3.2,-6.3,ROBB760113,"Information measure for loop (Robson-Suzuki, 1976)"
362,FALSE,S,a,a,Zimm-Bragg parameter s at 20 C ,"Sueki et al., 1984",1.071,1.033,0.784,0.68,0.922,0.97,0.977,0.591,0.85,1.14,1.14,0.939,1.2,1.086,0.659,0.76,0.817,1.107,1.02,0.95,SUEM840101,"Zimm-Bragg parameter s at 20 C (Sueki et al., 1984)"
363,FALSE,S,a,a,Zimm-Bragg parameter sigma x 1.0E4 ,"Sueki et al., 1984",8,0.1,0.1,70,26,6,33,0.1,0.1,55,33,1,54,18,42,0.1,0.1,77,66,0.1,SUEM840102,"Zimm-Bragg parameter sigma x 1.0E4 (Sueki et al., 1984)"
373,TRUE,S,a,a,Normalized frequency of coil ,"Tanaka-Scheraga, 1977",0.945,0.364,1.202,1.315,0.932,1.014,0.704,2.355,0.525,0.673,0.758,0.947,1.028,0.622,0.579,1.14,0.863,0.777,0.907,0.561,TANS770109,"Normalized frequency of coil (Tanaka-Scheraga, 1977)"
402,FALSE,S,a,a,Normalized positional residue frequency at helix termini N4',"Aurora-Rose,  1998",0.94,1.15,0.79,1.19,0.6,1.41,0.94,1.18,1.15,1.07,0.95,1.03,0.88,1.06,1.18,0.69,0.87,0.91,1.04,0.9,AURR980101,"Normalized positional residue frequency at helix termini N4'(Aurora-Rose,  1998)"
404,FALSE,S,a,a,"Normalized positional residue frequency at helix termini N"" ","Aurora-Rose,  1998",1.05,0.81,0.91,1.39,0.6,1.11,0.87,1.26,1.43,0.95,0.96,0.97,0.99,0.95,1.05,0.96,1.03,1.06,0.94,0.62,AURR980103,"Normalized positional residue frequency at helix termini N"" (Aurora-Rose,  1998)"
405,FALSE,S,a,a,Normalized positional residue frequency at helix termini N',"Aurora-Rose,  1998",0.75,0.9,1.24,1.72,0.66,1.1,1.08,1.14,0.96,0.8,1.01,0.66,1.02,0.88,1.33,1.2,1.13,0.68,0.8,0.58,AURR980104,"Normalized positional residue frequency at helix termini N'(Aurora-Rose,  1998)"
406,FALSE,S,a,a,Normalized positional residue frequency at helix termini Nc ,"Aurora-Rose,  1998",0.67,0.76,1.28,1.58,0.37,0.94,1.05,0.98,0.83,0.78,0.79,0.84,0.98,0.96,1.12,1.25,1.41,0.94,0.82,0.67,AURR980105,"Normalized positional residue frequency at helix termini Nc (Aurora-Rose,  1998)"
407,FALSE,S,a,a,Normalized positional residue frequency at helix termini N1 ,"Aurora-Rose,  1998",1.1,1.05,0.72,1.14,0.26,2.3,1.31,0.55,0.83,1.06,0.84,1.08,0.9,0.9,1.67,0.81,0.77,1.26,0.99,0.76,AURR980106,"Normalized positional residue frequency at helix termini N1 (Aurora-Rose,  1998)"
408,FALSE,S,a,a,Normalized positional residue frequency at helix termini N2 ,"Aurora-Rose,  1998",1.39,0.95,0.67,1.64,0.52,2.07,1.6,0.65,1.36,0.64,0.91,0.8,1.1,1,0.94,0.69,0.92,1.1,0.73,0.7,AURR980107,"Normalized positional residue frequency at helix termini N2 (Aurora-Rose,  1998)"
409,FALSE,S,a,a,Normalized positional residue frequency at helix termini N3 ,"Aurora-Rose,  1998",1.43,1.33,0.55,0.9,0.52,1.7,1.43,0.56,0.66,1.18,1.52,0.82,1.68,1.1,0.15,0.61,0.75,1.68,0.65,1.14,AURR980108,"Normalized positional residue frequency at helix termini N3 (Aurora-Rose,  1998)"
410,FALSE,S,a,a,Normalized positional residue frequency at helix termini N4 ,"Aurora-Rose,  1998",1.55,1.39,0.6,0.61,0.59,1.34,1.43,0.37,0.89,1.47,1.36,1.27,2.13,1.39,0.03,0.44,0.65,1.1,0.93,1.18,AURR980109,"Normalized positional residue frequency at helix termini N4 (Aurora-Rose,  1998)"
411,FALSE,S,a,a,Normalized positional residue frequency at helix termini N5 ,"Aurora-Rose,  1998",1.8,1.73,0.73,0.9,0.55,1.73,0.97,0.32,0.46,1.09,1.47,1.24,1.64,0.96,0.15,0.67,0.7,0.68,0.91,0.81,AURR980110,"Normalized positional residue frequency at helix termini N5 (Aurora-Rose,  1998)"
412,FALSE,S,a,a,Normalized positional residue frequency at helix termini C5 ,"Aurora-Rose,  1998",1.52,1.49,0.58,1.04,0.26,1.76,1.41,0.3,0.83,1.25,1.26,1.1,1.14,1.14,0.44,0.66,0.73,0.68,1.04,1.03,AURR980111,"Normalized positional residue frequency at helix termini C5 (Aurora-Rose,  1998)"
413,FALSE,S,a,a,Normalized positional residue frequency at helix termini C4 ,"Aurora-Rose,  1998",1.49,1.41,0.67,0.94,0.37,1.55,1.52,0.29,0.96,1.04,1.4,1.17,1.84,0.86,0.2,0.68,0.79,1.52,1.06,0.94,AURR980112,"Normalized positional residue frequency at helix termini C4 (Aurora-Rose,  1998)"
414,FALSE,S,a,a,Normalized positional residue frequency at helix termini C3 ,"Aurora-Rose,  1998",1.73,1.24,0.7,0.68,0.63,1.16,0.88,0.32,0.76,1.15,1.8,1.22,2.21,1.35,0.07,0.65,0.46,1.57,1.1,0.94,AURR980113,"Normalized positional residue frequency at helix termini C3 (Aurora-Rose,  1998)"
415,FALSE,S,a,a,Normalized positional residue frequency at helix termini C2 ,"Aurora-Rose,  1998",1.33,1.39,0.64,0.6,0.44,1.43,1.37,0.2,1.02,1.58,1.63,1.71,1.76,1.22,0.07,0.42,0.57,1,1.02,1.08,AURR980114,"Normalized positional residue frequency at helix termini C2 (Aurora-Rose,  1998)"
416,FALSE,S,a,a,Normalized positional residue frequency at helix termini C1 ,"Aurora-Rose,  1998",1.87,1.66,0.7,0.91,0.33,1.88,1.24,0.33,0.89,0.9,1.65,1.63,1.35,0.67,0.03,0.71,0.5,1,0.73,0.51,AURR980115,"Normalized positional residue frequency at helix termini C1 (Aurora-Rose,  1998)"
417,FALSE,S,a,a,Normalized positional residue frequency at helix termini Cc ,"Aurora-Rose,  1998",1.19,1.45,1.33,0.72,0.44,1.27,1.43,0.74,1.55,0.61,1.36,1.45,1.35,1.2,0.1,1.02,0.82,0.58,1.06,0.46,AURR980116,"Normalized positional residue frequency at helix termini Cc (Aurora-Rose,  1998)"
418,FALSE,S,a,a,Normalized positional residue frequency at helix termini C' ,"Aurora-Rose,  1998",0.77,1.11,1.39,0.79,0.44,0.92,0.95,2.74,1.65,0.64,0.66,1.19,0.74,1.04,0.66,0.64,0.82,0.58,0.93,0.53,AURR980117,"Normalized positional residue frequency at helix termini C' (Aurora-Rose,  1998)"
419,FALSE,S,a,a,"Normalized positional residue frequency at helix termini C"" ","Aurora-Rose,  1998",0.93,0.96,0.82,1.15,0.67,1.07,1.02,1.08,1.4,1.14,1.16,1.27,1.11,1.05,1.01,0.71,0.84,1.06,1.15,0.74,AURR980118,"Normalized positional residue frequency at helix termini C"" (Aurora-Rose,  1998)"
423,FALSE,S,a,a,Helix formation parameters  ,delta delta G,-0.77,-0.68,-0.07,-0.15,-0.23,-0.27,-0.33,0,-0.06,-0.23,-0.62,-0.65,-0.5,-0.41,3,-0.35,-0.11,-0.45,-0.17,-0.14,ONEK900102,"Helix formation parameters (delta delta G) (O'Neil-DeGrado, 1990)"
436,FALSE,S,a,a,Alpha helix propensity of position 44 in T4 lysozyme ,"Blaber et al.,1993",0.96,0.77,0.39,0.42,0.42,0.53,0.8,0,0.57,0.84,0.92,0.73,0.86,0.59,-2.5,0.53,0.54,0.58,0.72,0.63,BLAM930101,"Alpha helix propensity of position 44 in T4 lysozyme (Blaber et al.,1993)"
453,FALSE,S,a,a,Alpha-helix propensity derived from designed sequences ,"Koehl-Levitt, 1999",-0.04,-0.3,0.25,0.27,0.57,-0.33,-0.02,1.24,-0.11,-0.26,-0.38,-0.18,-0.09,-0.01,0,0.15,0.39,0.21,0.05,-0.06,KOEP990101,"Alpha-helix propensity derived from designed sequences (Koehl-Levitt, 1999)"
5,FALSE,S,b,b,Conformational parameter of beta-structure ,"Beghin-Dirkx, 1975",0.77,0.72,0.55,0.65,0.65,0.55,0.72,0.65,0.83,0.98,0.83,0.55,0.98,0.98,0.55,0.55,0.83,0.77,0.83,0.98,BEGF750102,"Conformational parameter of beta-structure (Beghin-Dirkx, 1975)"
6,FALSE,S,b,b,Conformational parameter of beta-turn ,"Beghin-Dirkx, 1975",0.37,0.84,0.97,0.97,0.84,0.53,0.64,0.97,0.75,0.37,0.53,0.75,0.64,0.53,0.97,0.84,0.75,0.97,0.84,0.37,BEGF750103,"Conformational parameter of beta-turn (Beghin-Dirkx, 1975)"
24,FALSE,S,c,b,A parameter defined from the residuals obtained from the best correlation of  the Chou-Fasman parameter of beta-sheet ,"Charton-Charton, 1983",-0.118,0.124,0.289,0.048,0.083,-0.245,-0.105,0.104,0.138,0.23,-0.052,0.032,-0.258,0.015,0,0.225,0.166,0.158,0.094,0.513,CHAM830102,"A parameter defined from the residuals obtained from the best correlation of  the Chou-Fasman parameter of beta-sheet (Charton-Charton, 1983)"
38,TRUE,S,b,b,Normalized frequency of beta-sheet ,"Chou-Fasman, 1978b",0.83,0.93,0.89,0.54,1.19,0.37,1.1,0.75,0.87,1.6,1.3,0.74,1.05,1.38,0.55,0.75,1.19,1.37,1.47,1.7,CHOP780202,"Normalized frequency of beta-sheet (Chou-Fasman, 1978b)"
39,TRUE,S,b,b,Normalized frequency of beta-turn ,"Chou-Fasman, 1978b",0.74,1.01,1.46,1.52,0.96,0.95,0.96,1.56,0.95,0.47,0.5,1.19,0.6,0.66,1.56,1.43,0.98,0.6,1.14,0.59,CHOP780203,"Normalized frequency of beta-turn (Chou-Fasman, 1978b)"
45,FALSE,S,c,b,Normalized frequency of C-terminal beta-sheet ,"Chou-Fasman, 1978b",0.75,0.9,1.21,0.85,1.11,0.55,0.65,0.74,0.9,1.35,1.27,0.74,0.95,1.5,0.4,0.79,0.75,1.19,1.96,1.79,CHOP780209,"Normalized frequency of C-terminal beta-sheet (Chou-Fasman, 1978b)"
100,FALSE,S,b,b,Beta-strand indices ,"Geisow-Roberts, 1980",0.84,1.04,0.66,0.59,1.27,0.57,1.02,0.94,0.81,1.29,1.1,0.86,0.88,1.15,0.8,1.05,1.2,1.15,1.39,1.56,GEIM800105,"Beta-strand indices (Geisow-Roberts, 1980)"
101,FALSE,S,b,b,Beta-strand indices for beta-proteins ,"Geisow-Roberts, 1980",0.86,1.15,0.6,0.66,0.91,0.37,1.11,0.86,1.07,1.17,1.28,1.01,1.15,1.34,0.61,0.91,1.14,1.13,1.37,1.31,GEIM800106,"Beta-strand indices for beta-proteins (Geisow-Roberts, 1980)"
102,FALSE,S,b,b,Beta-strand indices for alpha/beta-proteins ,"Geisow-Roberts, 1980",0.91,0.99,0.72,0.74,1.12,0.41,0.9,0.91,1.01,1.29,1.23,0.86,0.96,1.26,0.65,0.93,1.05,1.15,1.21,1.58,GEIM800107,"Beta-strand indices for alpha/beta-proteins (Geisow-Roberts, 1980)"
105,FALSE,S,b,b,Aperiodic indices for beta-proteins ,"Geisow-Roberts, 1980",1.1,0.93,1.57,1.41,1.05,1.4,0.81,1.3,0.85,0.67,0.52,0.94,0.69,0.6,1.77,1.13,0.88,0.62,0.41,0.58,GEIM800110,"Aperiodic indices for beta-proteins (Geisow-Roberts, 1980)"
138,FALSE,S,b,b,Average relative probability of beta-sheet ,"Kanehisa-Tsong, 1980",0.81,0.85,0.62,0.71,1.17,0.53,0.98,0.88,0.92,1.48,1.24,0.77,1.05,1.2,0.61,0.92,1.18,1.18,1.23,1.66,KANM800102,"Average relative probability of beta-sheet (Kanehisa-Tsong, 1980)"
140,FALSE,S,b,b,Average relative probability of inner beta-sheet ,"Kanehisa-Tsong, 1980",0.75,0.79,0.33,0.31,1.46,0.46,0.75,0.83,0.83,1.87,1.56,0.66,0.86,1.37,0.52,0.82,1.36,0.79,1.08,2,KANM800104,"Average relative probability of inner beta-sheet (Kanehisa-Tsong, 1980)"
160,FALSE,S,c,b,"Normalized frequency of beta-sheet, with weights ","Levitt, 1978",0.9,0.99,0.76,0.72,0.74,0.75,0.8,0.92,1.08,1.45,1.02,0.77,0.97,1.32,0.64,0.95,1.21,1.14,1.25,1.49,LEVM780102,"Normalized frequency of beta-sheet, with weights (Levitt, 1978)"
163,FALSE,S,c,b,"Normalized frequency of beta-sheet, unweighted ","Levitt, 1978",0.86,0.97,0.73,0.69,1.04,0.66,1,0.89,0.85,1.47,1.04,0.77,0.93,1.21,0.68,1.02,1.27,1.26,1.31,1.43,LEVM780105,"Normalized frequency of beta-sheet, unweighted (Levitt, 1978)"
166,FALSE,S,b,b,Conformational preference for all beta-strands ,"Lifson-Sander, 1979",0.92,0.93,0.6,0.48,1.16,0.61,0.95,0.61,0.93,1.81,1.3,0.7,1.19,1.25,0.4,0.82,1.12,1.54,1.53,1.81,LIFS790101,"Conformational preference for all beta-strands (Lifson-Sander, 1979)"
167,FALSE,S,b,b,Conformational preference for parallel beta-strands ,"Lifson-Sander,1979",1,0.68,0.54,0.5,0.91,0.59,0.28,0.79,0.38,2.6,1.42,0.59,1.49,1.3,0.35,0.7,0.59,0.89,1.08,2.63,LIFS790102,"Conformational preference for parallel beta-strands (Lifson-Sander,1979)"
168,FALSE,S,b,b,Conformational preference for antiparallel beta-strands ,"Lifson-Sander,1979",0.9,1.02,0.62,0.47,1.24,0.62,1.18,0.56,1.12,1.54,1.26,0.74,1.09,1.23,0.42,0.87,1.3,1.75,1.68,1.53,LIFS790103,"Conformational preference for antiparallel beta-strands (Lifson-Sander,1979)"
186,FALSE,S,c,b,Normalized frequency of bata-structure ,"Nagano, 1973",0.96,0.67,0.72,0.9,1.13,0.33,1.18,0.9,0.87,1.54,1.26,0.81,1.29,1.37,0.75,0.77,1.23,1.13,1.07,1.41,NAGK730102,"Normalized frequency of bata-structure (Nagano, 1973)"
217,FALSE,S,b,b,Optimized beta-structure-coil equilibrium constant ,"Oobatake et al.,1985",2.01,0.84,0.03,-2.05,1.98,0.93,1.02,0.12,-0.14,3.7,2.73,2.55,1.75,2.68,0.41,1.47,2.39,2.49,2.23,3.5,OOBM850101,"Optimized beta-structure-coil equilibrium constant (Oobatake et al.,1985)"
224,FALSE,S,c,b,Normalized frequency of beta-sheet from LG ,"Palau et al., 1981",0.81,1.03,0.81,0.71,1.12,0.59,1.03,0.94,0.85,1.47,1.03,0.77,0.96,1.13,0.75,1.02,1.19,1.24,1.35,1.44,PALJ810103,"Normalized frequency of beta-sheet from LG (Palau et al., 1981)"
225,FALSE,S,c,b,Normalized frequency of beta-sheet from CF ,"Palau et al., 1981",0.9,0.75,0.82,0.75,1.12,0.44,0.95,0.83,0.86,1.59,1.24,0.75,0.94,1.41,0.46,0.7,1.2,1.28,1.45,1.73,PALJ810104,"Normalized frequency of beta-sheet from CF (Palau et al., 1981)"
231,FALSE,S,c,b,Normalized frequency of beta-sheet in all-beta class ,"Palau et al.,1981",0.89,1.06,0.67,0.71,1.04,0.72,1.06,0.87,1.04,1.14,1.02,1,1.41,1.32,0.69,0.86,1.15,1.06,1.35,1.66,PALJ810110,"Normalized frequency of beta-sheet in all-beta class (Palau et al.,1981)"
232,FALSE,S,c,b,Normalized frequency of beta-sheet in alpha+beta class ,"Palau et al., 1981",0.82,0.99,1.27,0.98,0.71,0.54,1.01,0.94,1.26,1.67,0.94,0.73,1.3,1.56,0.69,0.65,0.98,1.25,1.26,1.22,PALJ810111,"Normalized frequency of beta-sheet in alpha+beta class (Palau et al., 1981)"
233,FALSE,S,c,b,Normalized frequency of beta-sheet in alpha/beta class ,"Palau et al., 1981",0.98,1.03,0.66,0.74,1.01,0.59,0.63,0.9,1.17,1.38,1.05,0.83,0.82,1.23,0.73,0.98,1.2,1.26,1.23,1.62,PALJ810112,"Normalized frequency of beta-sheet in alpha/beta class (Palau et al., 1981)"
253,FALSE,S,b,b,Relative frequency in beta-sheet ,"Prabhakaran, 1990",0.9,0.99,0.76,0.72,0.74,0.75,0.8,0.92,1.08,1.45,1.02,0.77,0.97,1.32,0.64,0.95,1.21,1.14,1.25,1.49,PRAM900103,"Relative frequency in beta-sheet (Prabhakaran, 1990)"
256,FALSE,S,b,b,Beta-coil equilibrium constant ,"Ptitsyn-Finkelstein, 1983",1,0.7,0.6,0.5,1.9,0.7,1,0.3,0.8,4,2,0.7,1.9,3.1,0.2,0.9,1.7,2.2,2.8,4,PTIO830102,"Beta-coil equilibrium constant (Ptitsyn-Finkelstein, 1983)"
270,FALSE,S,b,b,Weights for beta-sheet at the window position of -6 ,"Qian-Sejnowski,1988",-0.18,-0.13,0.28,0.05,-0.26,-0.06,0.21,0.23,0.24,-0.42,-0.23,0.03,-0.42,-0.18,-0.13,0.41,0.33,-0.1,-0.1,-0.07,QIAN880114,"Weights for beta-sheet at the window position of -6 (Qian-Sejnowski,1988)"
271,FALSE,S,b,b,Weights for beta-sheet at the window position of -5 ,"Qian-Sejnowski,1988",-0.01,0.02,0.41,-0.09,-0.27,0.09,0.01,0.13,0.22,-0.27,-0.25,0.08,-0.57,-0.12,0.26,0.44,0.35,-0.15,0.15,-0.09,QIAN880115,"Weights for beta-sheet at the window position of -5 (Qian-Sejnowski,1988)"
272,FALSE,S,b,b,Weights for beta-sheet at the window position of -4 ,"Qian-Sejnowski,1988",-0.19,0.03,0.02,-0.06,-0.29,-0.1,0.02,0.19,-0.16,-0.08,-0.42,-0.09,-0.38,-0.32,0.05,0.25,0.22,-0.19,0.05,-0.15,QIAN880116,"Weights for beta-sheet at the window position of -4 (Qian-Sejnowski,1988)"
273,FALSE,S,b,b,Weights for beta-sheet at the window position of -3 ,"Qian-Sejnowski,1988",-0.14,0.14,-0.27,-0.1,-0.64,-0.39,-0.11,0.46,-0.04,0.16,-0.57,0.04,0.24,0.08,0.02,-0.12,0,-0.1,0.18,0.29,QIAN880117,"Weights for beta-sheet at the window position of -3 (Qian-Sejnowski,1988)"
